show_id,type,title,director,cast,country,language,date_added,release_year,imdb_rating,imdb_votes,duration,listed_in,description
s0432,Movie,Klaus 432,Sergio Pablos,"Lead Actor, Lead Actress",United States,english,2019-11-20,2019,8.2,679320,96 min,"Action, Thriller",A children & family story featuring memorable characters and unexpected events.
s0433,Movie,The Half of It 433,Alice Wu,,United States,English,2021-03-09,2020,6.9,760982,104 min,Documentaries,"A drama, international story featuring memorable characters and unexpected events."
s0434,Movie,Dangal 434,Nitesh Tiwari,,India,Hindi ,2020-01-14,2016,8.3,633409,161 min,"Drama, International","A action, thriller story featuring memorable characters and unexpected events."
s0435,Movie,Andhadhun 435,Sriram Raghavan,,India,Hind,2019-02-19,2018,8.2,228758,139 min,Children & Family,A documentaries story featuring memorable characters and unexpected events.
s0436,Movie,Drishyam 436,Nishikant Kamat,"Main Cast, Supporting Cast",India, HINDI,2020-10-04,2015,8.2,223296,163 min,Documentaries,"A action, thriller story featuring memorable characters and unexpected events."
s0437,Movie,RRR 437,S. S. Rajamouli,"Actor One, Actor Two, Actor Three",India,Telugu ,2025-05-27,2022,7.8,730617,187 min,Thrillers,A documentaries story featuring memorable characters and unexpected events.
s0438,Movie,Kantara 438,Rishab Shetty,,India,kannada,2021-06-22,2022,8.6,338437,148 min,"Crime, Drama",A international movies story featuring memorable characters and unexpected events.
s0439,Movie,The Lunchbox 439,Ritesh Batra,"Lead Actor, Lead Actress",India,Hind,2022-04-03,2013,7.8,324604,104 min,"Crime, Drama",A romantic movies story featuring memorable characters and unexpected events.
s0440,Movie,3 Idiots 440,Rajkumar Hirani,,India,Hindi ,2022-10-11,2009,8.4,104598,170 min,Children & Family,A romantic movies story featuring memorable characters and unexpected events.
s0441,Movie,Zindagi Na Milegi Dobara 441,Zoya Akhtar,"Lead Actor, Lead Actress",India, HINDI,2019-04-22,2011,8.2,435237,155 min,"Drama, International",A thrillers story featuring memorable characters and unexpected events.
s0442,Movie,Kabhi Khushi Kabhie Gham 442,Karan Johar,"Main Cast, Supporting Cast",India,hindi,2019-07-05,2001,7.4,274641,210 min,"Sci-Fi, Fantasy",A thrillers story featuring memorable characters and unexpected events.
s0443,Movie,Jawan 443,Atlee,"Lead Actor, Lead Actress",India,Hindi ,2023-07-10,2023,6.9,161014,169 min,Documentaries,A romantic movies story featuring memorable characters and unexpected events.
s0444,Movie,The Killer 444,David Fincher,,United States,English ,2019-08-10,2023,6.7,258866,118 min,Children & Family,"A sci-fi, fantasy story featuring memorable characters and unexpected events."
s0445,Movie,Maestro 445,Bradley Cooper,"Lead Actor, Lead Actress",United States,english ,2024-05-14,2023,6.5,271026,129 min,Children & Family,A children & family story featuring memorable characters and unexpected events.
s0446,Movie,Society of the Snow 446,J. A. Bayona,"Lead Actor, Lead Actress",Spain,spanish,2022-03-12,2023,,178687,144 min,"Comedies, Dramas","A sci-fi, fantasy story featuring memorable characters and unexpected events."
s0447,Movie,The Adam Project 447,Shawn Levy,,United States,english,2022-07-03,2022,6.7,674185,106 min,"Drama, International","A sci-fi, fantasy story featuring memorable characters and unexpected events."
s0448,Movie,Don't Look Up 448,Adam McKay,"Main Cast, Supporting Cast",United States,English,2017-05-28,2021,7.2,802667,138 min,"Drama, International",A international movies story featuring memorable characters and unexpected events.
s0449,Movie,The Power of the Dog 449,Jane Campion,"Actor One, Actor Two, Actor Three",United States,english ,2018-07-27,2021,6.8,72469,126 min,"Comedies, Dramas","A drama, international story featuring memorable characters and unexpected events."
s0450,Movie,Marriage Story 450,Noah Baumbach,,United States,Eng,2019-06-24,2019,7.9,392529,137 min,"Drama, International",A thrillers story featuring memorable characters and unexpected events.
s0451,TV Show,Stranger Things 451,The Duffer Brothers,,United States,english ,2024-03-06,2016,8.7,692509,45 min,Children & Family,"A drama, international story featuring memorable characters and unexpected events."
s0452,TV Show,The Crown 452,Peter Morgan,,United States,Eng,2017-02-06,2016,8.6,13626,50 min,"Drama, International","A sci-fi, fantasy story featuring memorable characters and unexpected events."
s0453,TV Show,Money Heist 453,Álex Pina,"Lead Actor, Lead Actress",Spain, SPANISH,2025-02-15,2017,8.2,19175,55 min,"Sci-Fi, Fantasy",A international movies story featuring memorable characters and unexpected events.
s0454,TV Show,Dark 454,"Baran bo Odar, Jantje Friese",,Germany,German,2019-01-14,2017,8.7,157330,60 min,Documentaries,A documentaries story featuring memorable characters and unexpected events.
s0455,TV Show,Breaking Bad 455,Vince Gilligan,"Lead Actor, Lead Actress",United States,Eng,2023-12-23,2008,9.5,281510,65 min,International Movies,"A action, thriller story featuring memorable characters and unexpected events."
s0456,TV Show,Narcos 456,"Carlo Bernard, Chris Brancato",,Spain,Spanish ,2021-03-18,2015,8.8,256221,25 min,Documentaries,"A crime, drama story featuring memorable characters and unexpected events."
s0457,TV Show,Wednesday 457,"Alfred Gough, Miles Millar","Main Cast, Supporting Cast",United States,English,2024-09-11,2022,8.0,99242,30 min,International Movies,A international movies story featuring memorable characters and unexpected events.
s0458,TV Show,Bridgerton 458,Chris Van Dusen,"Main Cast, Supporting Cast",United States,Eng,2021-04-03,2020,7.4,668878,35 min,"Drama, International","A comedies, dramas story featuring memorable characters and unexpected events."
s0459,TV Show,The Witcher 459,Lauren Schmidt Hissrich,"Lead Actor, Lead Actress",United States,English ,2017-12-14,2019,8.0,594543,40 min,"Action, Thriller","A sci-fi, fantasy story featuring memorable characters and unexpected events."
s0460,TV Show,Squid Game 460,Hwang Dong-hyuk,,South Korea,korean,2017-07-03,2021,8.0,499798,45 min,"Crime, Drama","A drama, international story featuring memorable characters and unexpected events."
s0461,TV Show,The Queen's Gambit 461,"Scott Frank, Allan Scott",,United States,english ,2017-11-10,2020,8.5,592082,50 min,"Drama, International","A comedies, dramas story featuring memorable characters and unexpected events."
s0462,TV Show,Peaky Blinders 462,Steven Knight,,United States,English,2020-07-21,2013,8.8,152395,55 min,International Movies,"A action, thriller story featuring memorable characters and unexpected events."
s0463,TV Show,Black Mirror 463,Charlie Brooker,"Actor One, Actor Two, Actor Three",United States,english,2020-05-19,2011,8.7,595423,60 min,International Movies,"A sci-fi, fantasy story featuring memorable characters and unexpected events."
s0464,TV Show,The Umbrella Academy 464,Steve Blackman,"Actor One, Actor Two, Actor Three",United States,English ,2020-09-29,2019,7.8,830097,65 min,"Action, Thriller","A sci-fi, fantasy story featuring memorable characters and unexpected events."
s0465,TV Show,Lupin 465,George Kay,"Main Cast, Supporting Cast",France, FRENCH,2025-05-21,2021,7.5,459520,25 min,Documentaries,"A action, thriller story featuring memorable characters and unexpected events."
s0466,TV Show,Sacred Games 466,"Vikramaditya Motwane, Anurag Kashyap",,India,Hind,2020-11-05,2018,8.5,417173,30 min,Romantic Movies,"A drama, international story featuring memorable characters and unexpected events."
s0467,TV Show,Delhi Crime 467,Richie Mehta,,India, HINDI,2024-02-20,2019,8.5,240420,35 min,Romantic Movies,"A sci-fi, fantasy story featuring memorable characters and unexpected events."
s0468,TV Show,Paatal Lok 468,Sudip Sharma,,India,Hindi ,2021-03-27,2020,8.1,693964,40 min,International Movies,"A action, thriller story featuring memorable characters and unexpected events."
s0469,TV Show,Kota Factory 469,Saurabh Khanna,"Main Cast, Supporting Cast",India, HINDI,2023-12-18,2019,9.0,87223,45 min,"Crime, Drama","A comedies, dramas story featuring memorable characters and unexpected events."
s0470,TV Show,The Family Man 470,,,India,hindi,2021-04-15,2019,8.7,333261,50 min,Romantic Movies,"A action, thriller story featuring memorable characters and unexpected events."
s0471,Movie,The Irishman 471,Martin Scorsese,"Lead Actor, Lead Actress",United States,English,2018-01-19,2019,7.8,467539,209 min,Romantic Movies,"A crime, drama story featuring memorable characters and unexpected events."
s0472,Movie,Extraction 472,Sam Hargrave,"Main Cast, Supporting Cast",United States,english,2018-03-04,2020,6.8,197694,116 min,International Movies,A children & family story featuring memorable characters and unexpected events.
s0473,Movie,Bird Box 473,Susanne Bier,,United States,Eng,2023-04-10,2018,6.6,429065,124 min,"Action, Thriller","A drama, international story featuring memorable characters and unexpected events."
s0474,Movie,Red Notice 474,Rawson Marshall Thurber,,United States, ENGLISH,12-Jan-2018,2021,6.3,98784,118 min,Thrillers,A thrillers story featuring memorable characters and unexpected events.
s0475,Movie,The Gray Man 475,"Anthony Russo, Joe Russo",,United States,English ,2020-08-30,2022,6.5,307224,122 min,International Movies,A international movies story featuring memorable characters and unexpected events.
s0476,Movie,Enola Holmes 476,Harry Bradbeer,,United States,english ,2017-12-22,2020,6.6,255733,123 min,Thrillers,"A sci-fi, fantasy story featuring memorable characters and unexpected events."
s0477,Movie,Glass Onion 477,Rian Johnson,,United States,english ,2018-12-05,2022,7.1,178935,139 min,"Comedies, Dramas","A crime, drama story featuring memorable characters and unexpected events."
s0478,Movie,All Quiet on the Western Front 478,Edward Berger,,Germany, GERMAN,2020-05-27,2022,7.8,154223,148 min,"Action, Thriller","A comedies, dramas story featuring memorable characters and unexpected events."
s0479,Movie,Roma 479,Alfonso Cuarón,,Spain, SPANISH,2021-11-25,2018,7.7,315513,135 min,Children & Family,"A action, thriller story featuring memorable characters and unexpected events."
s0480,Movie,The Platform 480,Galder Gaztelu-Urrutia,"Actor One, Actor Two, Actor Three",Spain, SPANISH,2021-01-28,2019,7.0,757117,94 min,Children & Family,A thrillers story featuring memorable characters and unexpected events.
s0481,Movie,The Mitchells vs. the Machines 481,"Michael Rianda, Jeff Rowe",,United States,english,2023-12-10,2021,7.6,113368,114 min,"Comedies, Dramas","A crime, drama story featuring memorable characters and unexpected events."
s0482,Movie,Klaus 482,Sergio Pablos,"Lead Actor, Lead Actress",United States,English ,2017-02-06,2019,8.2,651518,96 min,International Movies,A romantic movies story featuring memorable characters and unexpected events.
s0483,Movie,The Half of It 483,Alice Wu,,United States, ENGLISH,2021-12-18,2020,6.9,683861,104 min,Thrillers,"A comedies, dramas story featuring memorable characters and unexpected events."
s0484,Movie,Dangal 484,Nitesh Tiwari,,India, HINDI,2020-05-24,2016,8.3,730266,161 min,Documentaries,A children & family story featuring memorable characters and unexpected events.
s0485,Movie,Andhadhun 485,Sriram Raghavan,,India,hindi,2020-07-19,2018,8.2,335840,139 min,"Crime, Drama",A children & family story featuring memorable characters and unexpected events.
s0486,Movie,Drishyam 486,Nishikant Kamat,"Lead Actor, Lead Actress",India,,2023-06-26,2015,8.2,395522,163 min,"Crime, Drama",A international movies story featuring memorable characters and unexpected events.
s0487,Movie,RRR 487,S. S. Rajamouli,,India,Telugu,2021-02-13,2022,7.8,210705,187 min,Thrillers,"A sci-fi, fantasy story featuring memorable characters and unexpected events."
s0488,Movie,Kantara 488,Rishab Shetty,,India,Kannada,2019-01-16,2022,8.6,743976,148 min,Documentaries,A children & family story featuring memorable characters and unexpected events.
s0489,Movie,The Lunchbox 489,Ritesh Batra,,India,Hindi,2020-04-17,2013,7.8,706868,104 min,Children & Family,"A comedies, dramas story featuring memorable characters and unexpected events."
s0490,Movie,3 Idiots 490,Rajkumar Hirani,"Actor One, Actor Two, Actor Three",India, HINDI,2024-02-17,2009,8.4,266155,,"Comedies, Dramas",A international movies story featuring memorable characters and unexpected events.
s0491,Movie,Zindagi Na Milegi Dobara 491,Zoya Akhtar,,India,Hindi,2021-04-03,2011,8.2,628179,155 min,Children & Family,A thrillers story featuring memorable characters and unexpected events.
s0492,Movie,Kabhi Khushi Kabhie Gham 492,Karan Johar,,India,Hind,2021-07-09,2001,7.4,726509,210 min,International Movies,"A sci-fi, fantasy story featuring memorable characters and unexpected events."
s0493,Movie,Jawan 493,Atlee,,India, HINDI,2017-06-09,2023,6.9,623865,169 min,"Action, Thriller","A action, thriller story featuring memorable characters and unexpected events."
s0494,Movie,The Killer 494,David Fincher,"Lead Actor, Lead Actress",United States,english ,2019-10-23,2023,6.7,175618,118 min,Thrillers,"A drama, international story featuring memorable characters and unexpected events."
s0495,Movie,Maestro 495,Bradley Cooper,,United States,english ,2023-05-05,2023,6.5,790445,129 min,Romantic Movies,A international movies story featuring memorable characters and unexpected events.
s0049,Movie,The Power of the Dog 49,Jane Campion,"Main Cast, Supporting Cast",United States,Eng,2017-08-30,2021,6.8,196051,126 min,"Action, Thriller",A thrillers story featuring memorable characters and unexpected events.
s0177,Movie,Glass Onion 177,Rian Johnson,,United States,English,2021-12-18,2022,7.1,480323,139 min,"Drama, International","A comedies, dramas story featuring memorable characters and unexpected events."
s0322,Movie,Extraction 322,Sam Hargrave,"Main Cast, Supporting Cast",United States,English,2019-10-29,2020,6.8,772611,116 min,"Comedies, Dramas",A children & family story featuring memorable characters and unexpected events.
s0445,Movie,Maestro 445,Bradley Cooper,"Lead Actor, Lead Actress",United States,english ,2024-05-14,2023,6.5,271026,129 min,Children & Family,A children & family story featuring memorable characters and unexpected events.
s0500,Movie,Marriage Story 500,Noah Baumbach,"Main Cast, Supporting Cast",United States,English,2021-09-09,2019,7.9,766818,137 min,"Comedies, Dramas",A romantic movies story featuring memorable characters and unexpected events.
